screen_id,route,page_widget,layout_pattern,vpc_owner_file,rules_1_6_status,l1,l2,l5,l3,exception_reason
AppRouteNames.sc137Deposit,AppRoutePaths.walletDeposit,DepositPage,shared_shell,features/wallet/presentation/pages/deposit_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
SC-154,AppRoutePaths.walletDustConverter,DustConverterPage,shared_shell,features/wallet/presentation/pages/dust_converter_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
SC-149,AppRoutePaths.walletGasOptimizer,WalletGasOptimizerPage,direct_vpc,features/wallet/presentation/pages/wallet_gas_optimizer_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc151HealthScore,AppRoutePaths.walletHealthScore,WalletHealthScorePage,direct_vpc,features/wallet/presentation/pages/wallet_health_score_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
SC-136,AppRoutePaths.walletHistory,TransactionHistoryPage,direct_vpc,features/wallet/presentation/pages/transaction_history_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
SC-153,AppRoutePaths.walletLimits,WithdrawLimitsPage,direct_vpc,features/wallet/presentation/pages/withdraw_limits_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
SC-148,AppRoutePaths.walletMultiManager,WalletMultiManagerPage,direct_vpc,features/wallet/presentation/pages/wallet_multi_manager_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
SC-155,AppRoutePaths.walletNetworkStatus,NetworkStatusPage,direct_vpc,features/wallet/presentation/pages/network_status_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
SC-152,AppRoutePaths.walletPendingDeposits,PendingDepositsPage,direct_vpc,features/wallet/presentation/pages/pending_deposits_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
SC-142,AppRoutePaths.walletPortfolioAnalytics,PortfolioAnalyticsPage,direct_vpc,features/wallet/presentation/pages/portfolio_analytics_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
SC-150,AppRoutePaths.walletTokenApproval,WalletTokenApprovalPage,direct_vpc,features/wallet/presentation/pages/wallet_token_approval_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
SC-146,AppRoutePaths.walletTransfer,TransferPage,shared_shell,features/wallet/presentation/pages/transfer_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
AppRouteNames.sc139Withdraw,AppRoutePaths.walletWithdraw,WithdrawPage,shared_shell,features/wallet/presentation/pages/withdraw_page.dart,R1:pass|R2:pass|R3:pass|R4:pass|R5:pass|R6:pass,pass,pass,pass,pass,
