category,file,line,owner,sourceWidget,actionSource,trailingKind,icon,classification,canonicalAction,canonicalIcon,needsMigration,notes
"vit_header","flutter_app/lib/features/support/presentation/pages/support_page.dart","83","_SupportPageState","VitHeader","showBack","-","Icons.chevron_left_rounded","canonical","back","Icons.chevron_left_rounded","no","Back action is present."
"vit_header","flutter_app/lib/features/trade/presentation/pages/active_copies_page.dart","80","_ActiveCopiesPageState","VitHeader","showBack","-","Icons.chevron_left_rounded","canonical","back","Icons.chevron_left_rounded","no","Back action is present."
"vit_header","flutter_app/lib/features/trade/presentation/pages/advanced_analytics_page_part_01.dart","25","_AdvancedAnalyticsPageState","VitHeader","showBack","-","Icons.chevron_left_rounded","canonical","back","Icons.chevron_left_rounded","no","Back action is present."
"vit_header","flutter_app/lib/features/trade/presentation/pages/advanced_tools_demo_page.dart","75","_AdvancedToolsDemoPageState","VitHeader","showBack","-","Icons.chevron_left_rounded","canonical","back","Icons.chevron_left_rounded","no","Back action is present."
"vit_header","flutter_app/lib/features/trade/presentation/pages/advanced_trading_demo_page.dart","67","_AdvancedTradingDemoPageState","VitHeader","showBack","-","Icons.chevron_left_rounded","canonical","back","Icons.chevron_left_rounded","no","Back action is present."
"vit_header","flutter_app/lib/features/trade/presentation/pages/arm_integration_status_page.dart","78","_ArmIntegrationStatusPageState","VitHeader","showBack","-","Icons.chevron_left_rounded","canonical","back","Icons.chevron_left_rounded","no","Back action is present."
"vit_header","flutter_app/lib/features/trade/presentation/pages/audit_trail_page.dart","67","_AuditTrailPageState","VitHeader","showBack","-","Icons.chevron_left_rounded","canonical","back","Icons.chevron_left_rounded","no","Back action is present."
"vit_header","flutter_app/lib/features/trade/presentation/pages/best_execution_reports_page.dart","71","_BestExecutionReportsPageState","VitHeader","showBack","-","Icons.chevron_left_rounded","canonical","back","Icons.chevron_left_rounded","no","Back action is present."
"vit_header","flutter_app/lib/features/trade/presentation/pages/bot_api_documentation_page.dart","82","_BotApiDocumentationPageState","VitHeader","showBack","-","Icons.chevron_left_rounded","canonical","back","Icons.chevron_left_rounded","no","Back action is present."
"vit_header","flutter_app/lib/features/trade/presentation/pages/bot_backtesting_page.dart","84","_BotBacktestingPageState","VitHeader","showBack","-","Icons.chevron_left_rounded","canonical","back","Icons.chevron_left_rounded","no","Back action is present."
"vit_header","flutter_app/lib/features/trade/presentation/pages/bot_drawdown_analyzer_page.dart","56","BotDrawdownAnalyzerPage","VitHeader","showBack","-","Icons.chevron_left_rounded","canonical","back","Icons.chevron_left_rounded","no","Back action is present."
