module,file,call_site_family,variant,count,height_tier_px,width_mode,local_duplicate_classes,compliance,notes
launchpad,launchpad/presentation/widgets/launchpad_notif_sound_categories.dart,VitChoicePill,chip,1,44,hug,-,pass,
launchpad,launchpad/presentation/widgets/launchpad_performance_overview.dart,VitSegmentedChoice,primaryAccent,2,44,equal_expanded,-,pass,
launchpad,launchpad/presentation/widgets/launchpad_portfolio_hero_tabs.dart,VitTabBar,segment,1,~28,equal_expanded,-,pass,
launchpad,launchpad/presentation/widgets/launchpad_risk_tabs_overview.dart,VitTabBar,underline,1,54,equal_expanded,-,review,nav underline — different tier
launchpad,launchpad/presentation/widgets/launchpad_swap_aggregator_history_settings.dart,VitSegmentedChoice,primaryAccent,2,44,equal_expanded,-,pass,
launchpad,launchpad/presentation/widgets/launchpad_swap_aggregator_input.dart,VitTabBar,underline,1,54,equal_expanded,-,review,nav underline — different tier
launchpad,launchpad/presentation/widgets/launchpad_webhooks_form_controls.dart,VitChoicePill,chip,1,44,hug,-,pass,
launchpad,launchpad/presentation/widgets/launchpad_webhooks_sheet_state.dart,VitChoicePill,chip,1,44,hug,-,pass,
markets,markets/presentation/pages/advanced_charts_page_part_01.dart,VitFilterChip,filter_accent,4,44,hug_scroll,-,review,wrapper over VitChoicePill
markets,markets/presentation/pages/advanced_charts_page_part_01.dart,VitTabBar,underline,1,54,equal_expanded,-,review,nav underline — different tier
