module,file,call_site_family,variant,count,height_tier_px,width_mode,local_duplicate_classes,compliance,notes
markets,markets/presentation/pages/portfolio_tracker_page_part_01.dart,VitFilterChip,filter_accent,1,44,hug_scroll,-,review,wrapper over VitChoicePill
markets,markets/presentation/pages/portfolio_tracker_page_part_01.dart,VitTabBar,underline,1,54,equal_expanded,-,review,nav underline — different tier
markets,markets/presentation/pages/portfolio_tracker_page_part_02.dart,VitFilterChip,filter_accent,1,44,hug_scroll,-,review,wrapper over VitChoicePill
markets,markets/presentation/pages/price_alerts_page.dart,VitSegmentedTabBar,segment_alias,1,~28,equal_expanded,-,pass,alias of VitTabBar.segment
markets,markets/presentation/pages/social_signals_page_part_01.dart,VitFilterChip,filter_accent,8,44,hug_scroll,-,review,wrapper over VitChoicePill
markets,markets/presentation/pages/token_unlocks_page_part_01.dart,VitFilterChip,filter_accent,5,44,hug_scroll,-,review,wrapper over VitChoicePill
markets,markets/presentation/pages/token_unlocks_page_part_01.dart,VitTabBar,underline,1,54,equal_expanded,-,review,nav underline — different tier
markets,markets/presentation/widgets/comparison_tool_tokens.dart,VitChoicePill,chip,1,44,hug,-,pass,
markets,markets/presentation/widgets/market_calendar_filters.dart,VitChoicePill,chip,1,44,hug,-,pass,
markets,markets/presentation/widgets/market_calendar_filters.dart,VitFilterChip,filter_accent,1,44,hug_scroll,-,review,wrapper over VitChoicePill
markets,markets/presentation/widgets/market_calendar_filters.dart,VitTabBar,segment,1,~28,equal_expanded,-,pass,
markets,markets/presentation/widgets/market_correlations_pairs_widgets.dart,VitChoicePill,chip,1,44,hug,-,pass,
markets,markets/presentation/widgets/market_correlations_tabs_widgets.dart,VitPresetChipRow,preset_row,1,34,equal_full,-,pass,
markets,markets/presentation/widgets/market_correlations_tabs_widgets.dart,VitTabBar,underline,1,54,equal_expanded,-,review,nav underline — different tier
markets,markets/presentation/widgets/market_depth_chart.dart,VitChoicePill,chip,1,44,hug,-,pass,
markets,markets/presentation/widgets/market_depth_tabs.dart,VitTabBar,underline,1,54,equal_expanded,-,review,nav underline — different tier
markets,markets/presentation/widgets/market_derivatives_perpetual.dart,VitChoicePill,chip,1,44,hug,-,pass,
markets,markets/presentation/widgets/market_derivatives_tabs.dart,VitTabBar,underline,1,54,equal_expanded,-,review,nav underline — different tier
markets,markets/presentation/widgets/market_heatmap_summary.dart,VitFilterChip,filter_accent,2,44,hug_scroll,-,review,wrapper over VitChoicePill
markets,markets/presentation/widgets/market_list_filters.dart,VitFilterChip,filter_accent,2,44,hug_scroll,-,review,wrapper over VitChoicePill
markets,markets/presentation/widgets/market_list_tools.dart,VitChoicePill,chip,1,44,hug,-,pass,
markets,markets/presentation/widgets/market_movers_filters.dart,VitFilterChip,filter_accent,4,44,hug_scroll,-,review,wrapper over VitChoicePill
markets,markets/presentation/widgets/market_news_page_sections.dart,VitChoicePill,chip,2,44,hug,-,pass,
markets,markets/presentation/widgets/market_screener_filters.dart,VitChoicePill,chip,1,44,hug,-,pass,
markets,markets/presentation/widgets/market_sector_controls.dart,VitChoicePill,chip,2,44,hug,-,pass,
markets,markets/presentation/widgets/pair_detail_chart_widgets.dart,VitChoicePill,chip,2,44,hug,-,pass,
markets,markets/presentation/widgets/pair_detail_chart_widgets.dart,VitPresetChipRow,preset_row,1,34,equal_full,-,pass,
markets,markets/presentation/widgets/pair_detail_chart_widgets.dart,VitTabBar,underline,1,54,equal_expanded,-,review,nav underline — different tier
markets,markets/presentation/widgets/social_sentiment_tabs_widgets.dart,VitTabBar,underline,1,54,equal_expanded,-,review,nav underline — different tier
markets,markets/presentation/widgets/social_sentiment_token_widgets.dart,VitChoicePill,chip,1,44,hug,-,pass,
markets,markets/presentation/widgets/token_info_tabs_widgets.dart,VitTabBar,underline,1,54,equal_expanded,-,review,nav underline — different tier
news,news/presentation/widgets/news_page_sections.dart,VitFilterChip,filter_accent,2,44,hug_scroll,-,review,wrapper over VitChoicePill
notifications,notifications/presentation/widgets/notifications_page_sections.dart,VitSegmentedChoice,primaryAccent,3,44,equal_expanded,-,pass,
p2p,p2p/presentation/pages/p2p_claim_detail_page_part_02.dart,VitTabBar,segment,1,~28,equal_expanded,-,pass,
p2p,p2p/presentation/pages/p2p_dispute_evidence_page.dart,VitChoicePill,chip,1,44,hug,-,pass,
p2p,p2p/presentation/pages/p2p_insurance_fund_page.dart,VitTabBar,segment,1,~28,equal_expanded,-,pass,
p2p,p2p/presentation/pages/p2p_limit_tracker_page.dart,VitSegmentedChoice,primaryAccent,2,44,equal_expanded,-,pass,
p2p,p2p/presentation/pages/p2p_login_history_page.dart,VitSegmentedChoice,primaryAccent,4,44,equal_expanded,-,pass,
p2p,p2p/presentation/pages/p2p_merchant_apply_page_part_02.dart,VitPresetChipRow,preset_row,1,34,equal_full,-,pass,
p2p,p2p/presentation/pages/p2p_merchant_profile_page.dart,VitTabBar,segment,1,~28,equal_expanded,-,pass,
p2p,p2p/presentation/pages/p2p_my_ads_page.dart,VitTabBar,segment,1,~28,equal_expanded,-,pass,
p2p,p2p/presentation/pages/p2p_notifications_settings_page.dart,VitChoicePill,chip,1,44,hug,-,pass,
p2p,p2p/presentation/pages/p2p_order_cancel_page.dart,VitChoicePill,chip,1,44,full_or_hug,-,pass,
p2p,p2p/presentation/pages/p2p_payment_method_ownership_page.dart,VitChoicePill,chip,1,44,hug,-,pass,
p2p,p2p/presentation/pages/p2p_reviews_page.dart,VitTabBar,segment,1,~28,equal_expanded,-,pass,
p2p,p2p/presentation/widgets/p2p_ad_detail_amount_terms.dart,VitPresetChipRow,preset_row,1,34,equal_full,-,pass,
p2p,p2p/presentation/widgets/p2p_anti_phishing_code_page_common.dart,VitChoicePill,chip,1,44,full_or_hug,-,pass,
p2p,p2p/presentation/widgets/p2p_blacklist_summary_filters.dart,VitFilterChip,filter_accent,1,44,hug_scroll,-,review,wrapper over VitChoicePill
p2p,p2p/presentation/widgets/p2p_create_ad_choice_chips.dart,VitChoicePill,chip,1,44,hug,-,pass,
p2p,p2p/presentation/widgets/p2p_create_ad_page_sections.dart,VitChoicePill,chip,1,44,hug,-,pass,
p2p,p2p/presentation/widgets/p2p_create_ad_page_sections.dart,VitSegmentedChoice,primaryAccent,6,44,equal_expanded,-,pass,
p2p,p2p/presentation/widgets/p2p_create_ad_sections.dart,VitChoicePill,chip,3,44,hug,-,pass,
p2p,p2p/presentation/widgets/p2p_dashboard_page_part_01.dart,VitFilterChip,filter_accent,1,44,hug_scroll,-,review,wrapper over VitChoicePill
p2p,p2p/presentation/widgets/p2p_device_management_cards.dart,VitChoicePill,chip,1,44,hug,-,pass,
p2p,p2p/presentation/widgets/p2p_dispute_detail_common.dart,VitChoicePill,chip,1,44,hug,-,pass,
p2p,p2p/presentation/widgets/p2p_escrow_balance_page_sections.dart,VitTabBar,pill_wrap,1,~28,wrap_hug,-,review,
p2p,p2p/presentation/widgets/p2p_express_page_part_01.dart,VitSegmentedChoice,primaryAccent,3,44,equal_expanded,-,pass,
p2p,p2p/presentation/widgets/p2p_express_page_part_02.dart,VitPresetChipRow,preset_row,1,34,equal_full,-,pass,
p2p,p2p/presentation/widgets/p2p_express_page_part_03.dart,VitChoicePill,chip,1,44,hug,-,pass,
p2p,p2p/presentation/widgets/p2p_guide_steps_safety.dart,VitSegmentedChoice,primaryAccent,3,44,equal_expanded,-,pass,
p2p,p2p/presentation/widgets/p2p_guide_tabs_faq.dart,VitTabBar,underline,1,54,equal_expanded,-,review,nav underline — different tier
p2p,p2p/presentation/widgets/p2p_home_page_part_01.dart,VitChoicePill,chip,2,44,full_or_hug,-,pass,
p2p,p2p/presentation/widgets/p2p_home_page_part_01.dart,VitSegmentedChoice,primaryAccent,3,44,equal_expanded,-,pass,
p2p,p2p/presentation/widgets/p2p_home_page_part_02.dart,VitChoicePill,chip,6,44,full_or_hug,-,pass,
p2p,p2p/presentation/widgets/p2p_my_orders_page_sections.dart,VitChoicePill,chip,1,44,hug,-,pass,
p2p,p2p/presentation/widgets/p2p_my_orders_page_sections.dart,VitTabBar,segment,1,~28,equal_expanded,-,pass,
p2p,p2p/presentation/widgets/p2p_order_book_selector_ticker.dart,VitChoicePill,chip,1,44,full_or_hug,-,pass,
p2p,p2p/presentation/widgets/p2p_order_page_part_03.dart,VitChoicePill,chip,3,44,full_or_hug,-,pass,
p2p,p2p/presentation/widgets/p2p_order_rate_widgets.dart,VitChoicePill,chip,2,44,hug,-,pass,
p2p,p2p/presentation/widgets/p2p_payment_method_add_page_sections.dart,VitChoicePill,chip,1,44,hug,-,pass,
p2p,p2p/presentation/widgets/p2p_payment_method_add_page_sections.dart,VitSegmentedChoice,primaryAccent,3,44,equal_expanded,-,pass,
p2p,p2p/presentation/widgets/p2p_payment_methods_page_sections.dart,VitChoicePill,chip,1,44,full_or_hug,-,pass,
p2p,p2p/presentation/widgets/p2p_settings_hours_common.dart,VitSegmentedChoice,primaryAccent,3,44,equal_expanded,-,pass,
p2p,p2p/presentation/widgets/p2p_settings_trade_security.dart,VitPresetChipRow,preset_row,1,34,equal_full,-,pass,
p2p,p2p/presentation/widgets/p2p_tax_reporting_page_common.dart,VitChoicePill,chip,1,44,hug,-,pass,
p2p,p2p/presentation/widgets/p2p_tax_reporting_page_sections.dart,VitPresetChipRow,preset_row,1,34,equal_full,-,pass,
p2p,p2p/presentation/widgets/p2p_wallet_actions_history.dart,VitChoicePill,chip,1,44,full_or_hug,-,pass,
p2p,p2p/presentation/widgets/p2p_wallet_transfer_amount.dart,VitChoicePill,chip,1,44,hug,-,pass,
p2p,p2p/presentation/widgets/p2p_wallet_transfer_form.dart,VitPresetChipRow,preset_row,1,34,equal_full,-,pass,
predictions,predictions/presentation/pages/prediction_advanced_chart_page_part_01.dart,VitChoicePill,chip,1,44,full_or_hug,-,pass,
predictions,predictions/presentation/pages/prediction_advanced_chart_page_part_01.dart,VitTabBar,underline,1,54,equal_expanded,-,review,nav underline — different tier
predictions,predictions/presentation/pages/predictions_home_page.dart,VitTabBar,pill_wrap,1,~28,wrap_hug,-,review,
predictions,predictions/presentation/pages/predictions_portfolio_page.dart,VitTabBar,segment,1,~28,equal_expanded,-,pass,
predictions,predictions/presentation/widgets/prediction_data_integration_sources.dart,VitTabBar,underline,1,54,equal_expanded,-,review,nav underline — different tier
predictions,predictions/presentation/widgets/prediction_event_calendar_controls.dart,VitChoicePill,chip,1,44,hug,-,pass,
predictions,predictions/presentation/widgets/prediction_event_calendar_controls.dart,VitTabBar,underline,1,54,equal_expanded,-,review,nav underline — different tier
predictions,predictions/presentation/widgets/prediction_event_detail_detail_tabs.dart,VitTabBar,segment,1,~28,equal_expanded,-,pass,
predictions,predictions/presentation/widgets/prediction_event_detail_trade_panel.dart,VitChoicePill,chip,1,44,hug,-,pass,
predictions,predictions/presentation/widgets/prediction_event_detail_trade_panel.dart,VitPresetChipRow,preset_row,1,34,equal_full,-,pass,
predictions,predictions/presentation/widgets/prediction_event_detail_trade_panel.dart,VitSegmentedChoice,primaryAccent,6,44,equal_expanded,-,pass,
predictions,predictions/presentation/widgets/prediction_market_maker_provide.dart,VitChoicePill,chip,1,44,full_or_hug,-,pass,
