module,source_file,line,source_unit,trigger_hint,kind,target_expression,normalized_target,target_screen,notes
arena,flutter_app/lib/features/arena/presentation/widgets/arena_safety_center_page_common.dart,19,arena_safety_center_page_common.dart,,context.go,link.route,,,dynamic_route_expression
arena,flutter_app/lib/features/arena/presentation/widgets/my_arena_reports_page_sections.dart,267,my_arena_reports_page_sections.dart,,context.go,AppRoutePaths.arenaReportCase(report.id),/arena/report/<report.id>,ArenaReportCasePage (/arena/report/:caseId),
auth,flutter_app/lib/features/auth/presentation/pages/forgot_password_page.dart,89,forgot_password_page.dart,,context.go,AppRoutePaths.authLogin,/auth/login,_AuthRouteShell (/auth/login),
auth,flutter_app/lib/features/auth/presentation/pages/forgot_password_page.dart,300,forgot_password_page.dart,,context.go,AppRoutePaths.authLogin,/auth/login,_AuthRouteShell (/auth/login),
auth,flutter_app/lib/features/auth/presentation/pages/forgot_password_page.dart,86,forgot_password_page.dart,,context.pop,,,,back_or_close_modal
auth,flutter_app/lib/features/auth/presentation/pages/login_page.dart,89,login_page.dart,,context.go,AppRoutePaths.home,/home,HomePage (/home),
auth,flutter_app/lib/features/auth/presentation/pages/login_page.dart,281,login_page.dart,,context.go,AppRoutePaths.authForgotPassword,/auth/forgot-password,_AuthRouteShell (/auth/forgot-password),
auth,flutter_app/lib/features/auth/presentation/pages/login_page.dart,324,login_page.dart,Đăng nhập Demo,context.go,AppRoutePaths.authRegister,/auth/register,_AuthRouteShell (/auth/register),
auth,flutter_app/lib/features/auth/presentation/pages/otp_page.dart,170,otp_page.dart,,context.go,AppRoutePaths.auth2faSetup,/auth/2fa-setup,_AuthRouteShell (/auth/2fa-setup),
auth,flutter_app/lib/features/auth/presentation/pages/otp_page.dart,172,otp_page.dart,,context.go,AppRoutePaths.home,/home,HomePage (/home),
auth,flutter_app/lib/features/auth/presentation/pages/otp_page.dart,175,otp_page.dart,,context.go,AppRoutePaths.authResetPassword,/auth/reset-password,_AuthRouteShell (/auth/reset-password),
auth,flutter_app/lib/features/auth/presentation/pages/otp_page.dart,178,otp_page.dart,,context.go,AppRoutePaths.authResetPassword,/auth/reset-password,_AuthRouteShell (/auth/reset-password),
auth,flutter_app/lib/features/auth/presentation/pages/otp_page.dart,229,otp_page.dart,Xác minh OTP | Xác thực · Bảo mật | SC-003 OTPPage,context.go,AppRoutePaths.authLogin,/auth/login,_AuthRouteShell (/auth/login),
auth,flutter_app/lib/features/auth/presentation/pages/register_page.dart,140,register_page.dart,,context.go,AppRoutePaths.authOtp,/auth/otp,_AuthRouteShell (/auth/otp),
auth,flutter_app/lib/features/auth/presentation/pages/register_page.dart,174,register_page.dart,Tạo tài khoản | Xác thực · Đăng ký | SC-002 RegisterPage,context.go,AppRoutePaths.authLogin,/auth/login,_AuthRouteShell (/auth/login),
auth,flutter_app/lib/features/auth/presentation/pages/register_page.dart,323,register_page.dart,Tiếp tục,context.go,AppRoutePaths.authLogin,/auth/login,_AuthRouteShell (/auth/login),
auth,flutter_app/lib/features/auth/presentation/pages/reset_password_page.dart,108,reset_password_page.dart,,context.go,AppRoutePaths.authLogin,/auth/login,_AuthRouteShell (/auth/login),
auth,flutter_app/lib/features/auth/presentation/pages/reset_password_page.dart,265,reset_password_page.dart,,context.go,AppRoutePaths.authLogin,/auth/login,_AuthRouteShell (/auth/login),
auth,flutter_app/lib/features/auth/presentation/pages/reset_password_page.dart,285,reset_password_page.dart,Xác minh lại,context.go,AppRoutePaths.authForgotPassword,/auth/forgot-password,_AuthRouteShell (/auth/forgot-password),
auth,flutter_app/lib/features/auth/presentation/pages/reset_password_page.dart,291,reset_password_page.dart,Xác minh lại,context.go,AppRoutePaths.authLogin,/auth/login,_AuthRouteShell (/auth/login),
auth,flutter_app/lib/features/auth/presentation/pages/reset_password_page.dart,311,reset_password_page.dart,Đăng nhập,context.go,AppRoutePaths.authLogin,/auth/login,_AuthRouteShell (/auth/login),
auth,flutter_app/lib/features/auth/presentation/pages/reset_password_page.dart,105,reset_password_page.dart,,context.pop,,,,back_or_close_modal
auth,flutter_app/lib/features/auth/presentation/pages/two_fa_setup_page.dart,73,two_fa_setup_page.dart,,context.go,AppRoutePaths.authOtp,/auth/otp,_AuthRouteShell (/auth/otp),
auth,flutter_app/lib/features/auth/presentation/pages/two_fa_setup_page.dart,173,two_fa_setup_page.dart,,context.go,AppRoutePaths.home,/home,HomePage (/home),
auth,flutter_app/lib/features/auth/presentation/pages/two_fa_setup_page.dart,70,two_fa_setup_page.dart,,context.pop,,,,back_or_close_modal
cross_module,flutter_app/lib/features/cross_module/presentation/pages/cross_module_analytics.dart,63,cross_module_analytics.dart,SC-322 CrossModuleAnalytics,context.go,snapshot.backRoute,,,dynamic_route_expression
cross_module,flutter_app/lib/features/cross_module/presentation/pages/smart_alert_center.dart,63,smart_alert_center.dart,SC-323 SmartAlertCenter,context.go,snapshot.backRoute,,,dynamic_route_expression
cross_module,flutter_app/lib/features/cross_module/presentation/pages/tax_report_center_part_01.dart,33,tax_report_center.dart,SC-324 TaxReportCenter,context.go,snapshot.backRoute,,,dynamic_route_expression
cross_module,flutter_app/lib/features/cross_module/presentation/pages/unified_portfolio_dashboard.dart,60,unified_portfolio_dashboard.dart,SC-321 UnifiedPortfolioDashboard,context.go,snapshot.backRoute,,,dynamic_route_expression
cross_module,flutter_app/lib/features/cross_module/presentation/pages/unified_portfolio_dashboard.dart,82,unified_portfolio_dashboard.dart,,context.go,route,,,dynamic_route_expression
dca,flutter_app/lib/features/dca/presentation/pages/dca_backtester_page.dart,118,dca_backtester_page.dart,Backtest report ready,context.go,AppRoutePaths.dca,/dca,DCAPage (/dca),
dca,flutter_app/lib/features/dca/presentation/pages/dca_backtester_page.dart,115,dca_backtester_page.dart,Backtest report ready,context.pop,,,,back_or_close_modal
dca,flutter_app/lib/features/dca/presentation/pages/dca_dynamic_amount_page.dart,121,dca_dynamic_amount_page.dart,,context.go,AppRoutePaths.dca,/dca,DCAPage (/dca),
dca,flutter_app/lib/features/dca/presentation/pages/dca_dynamic_amount_page.dart,137,dca_dynamic_amount_page.dart,Dynamic amount settings ready,context.go,AppRoutePaths.dca,/dca,DCAPage (/dca),
dca,flutter_app/lib/features/dca/presentation/pages/dca_dynamic_amount_page.dart,134,dca_dynamic_amount_page.dart,Dynamic amount settings ready,context.pop,,,,back_or_close_modal
dca,flutter_app/lib/features/dca/presentation/pages/dca_multi_asset_page_part_01.dart,172,dca_multi_asset_page.dart,Add asset flow ready,context.go,AppRoutePaths.dca,/dca,DCAPage (/dca),
dca,flutter_app/lib/features/dca/presentation/pages/dca_multi_asset_page_part_01.dart,169,dca_multi_asset_page.dart,Add asset flow ready,context.pop,,,,back_or_close_modal
dca,flutter_app/lib/features/dca/presentation/pages/dca_overview_demo.dart,66,dca_overview_demo.dart,SC-400 DCAOverviewDemo,context.go,snapshot.backRoute,,,dynamic_route_expression
dca,flutter_app/lib/features/dca/presentation/pages/dca_page_part_01.dart,103,dca_page.dart,Tạo kế hoạch mới,context.go,route,,,dynamic_route_expression
dca,flutter_app/lib/features/dca/presentation/pages/dca_page_part_01.dart,126,dca_page.dart,,context.go,AppRoutePaths.trade,/trade,TradePage (/trade),
dca,flutter_app/lib/features/dca/presentation/pages/dca_page_part_01.dart,123,dca_page.dart,,context.pop,,,,back_or_close_modal
dca,flutter_app/lib/features/dca/presentation/pages/dca_performance_compare_page.dart,166,dca_performance_compare_page.dart,,context.go,AppRoutePaths.dca,/dca,DCAPage (/dca),
dca,flutter_app/lib/features/dca/presentation/pages/dca_performance_compare_page.dart,163,dca_performance_compare_page.dart,,context.pop,,,,back_or_close_modal
dca,flutter_app/lib/features/dca/presentation/pages/dca_portfolio_optimizer_page.dart,130,dca_portfolio_optimizer_page.dart,,context.go,AppRoutePaths.dcaRebalanceConfig,/dca/rebalance/config,DCARebalanceConfig (/dca/rebalance/config),
