direction,module,source_file,line,source_unit,trigger_hint,kind,target_expression,normalized_target,target_screen,notes
internal,trade,flutter_app/lib/features/trade/presentation/pages/trade_page_part_01.dart,129,trade_page.dart,Đã gửi ${receipt.orderId},context.go,AppRoutePaths.tradeOrderReceipt,/trade/order-receipt,OrderReceiptPage (/trade/order-receipt),
internal,trade,flutter_app/lib/features/trade/presentation/pages/trade_page_part_01.dart,198,trade_page.dart,Ch\u1ECDn c\u1EB7p giao d\u1ECBch ${pair.symbol},context.go,AppRoutePaths.tradePair(pair.id),/trade/<pair.id>,TradePage (/trade/:pairId),
internal,trade,flutter_app/lib/features/trade/presentation/pages/trade_page_part_01.dart,397,trade_page.dart,,context.go,item.route,,,dynamic_route_expression
internal,trade,flutter_app/lib/features/trade/presentation/pages/trade_page_part_03.dart,228,trade_page.dart,,context.go,AppRoutePaths.tradeOrderReceipt,/trade/order-receipt,OrderReceiptPage (/trade/order-receipt),
internal,trade,flutter_app/lib/features/trade/presentation/pages/trade_settings_page.dart,93,trade_settings_page.dart,Cài đặt giao dịch | SC-052 TradeSettingsPage,context.go,AppRoutePaths.trade,/trade,TradePage (/trade),
internal,trade,flutter_app/lib/features/trade/presentation/pages/trader_profile_page.dart,77,trader_profile_page.dart,Trader Profile | Hồ sơ · Trade | SC-087 TraderProfilePage,context.go,AppRoutePaths.trade,/trade,TradePage (/trade),
internal,trade,flutter_app/lib/features/trade/presentation/pages/trading_bots_page_part_03.dart,190,trading_bots_page.dart,Close,Navigator.pop,context,,,back_or_close_modal
internal,trade,flutter_app/lib/features/trade/presentation/pages/trading_bots_page_part_03.dart,241,trading_bots_page.dart,,Navigator.pop,context,,,back_or_close_modal
internal,trade,flutter_app/lib/features/trade/presentation/pages/transaction_reporting_page.dart,132,transaction_reporting_page.dart,Reporting queue review,context.go,AppRoutePaths.tradeCopyRegulatoryReportsDashboard,/trade/copy-trading/regulatory-reports-dashboard,RegulatoryReportsDashboardPage (/trade/copy-trading/regulatory-reports-dashboard),
internal,trade,flutter_app/lib/features/trade/presentation/pages/transaction_reporting_page.dart,135,transaction_reporting_page.dart,Reporting queue review,context.go,AppRoutePaths.tradeCopyArmIntegrationStatus,/trade/copy-trading/arm-integration-status,ArmIntegrationStatusPage (/trade/copy-trading/arm-integration-status),
internal,trade,flutter_app/lib/features/trade/presentation/pages/transaction_reporting_page.dart,76,transaction_reporting_page.dart,Transaction Reporting | MiFID II - EMIR Compliance | SC-093 TransactionReportingPage,context.go,AppRoutePaths.tradeCopyTrading,/trade/copy-trading,CopyTradingPage (/trade/copy-trading),
internal,trade,flutter_app/lib/features/trade/presentation/widgets/advanced_chart_area_actions.dart,106,advanced_chart_area_actions.dart,Open alerts | MUA | BÁN,context.go,'${AppRoutePaths.tradePair(pairId)}?side=sell',${AppRoutePaths.tradePair(pairId)}?side=sell,,
internal,trade,flutter_app/lib/features/trade/presentation/widgets/advanced_chart_area_actions.dart,117,advanced_chart_area_actions.dart,Open alerts | BÁN,context.go,AppRoutePaths.marketsAlerts,/markets/alerts,PriceAlertsPage (/markets/alerts),
internal,trade,flutter_app/lib/features/trade/presentation/widgets/advanced_chart_area_actions.dart,96,advanced_chart_area_actions.dart,MUA,context.go,AppRoutePaths.tradePair(pairId),/trade/<pairId>,TradePage (/trade/:pairId),
internal,trade,flutter_app/lib/features/trade/presentation/widgets/advanced_chart_header_toolbar.dart,26,advanced_chart_header_toolbar.dart,Back to pair,context.go,AppRoutePaths.tradePair(pair.id),/trade/<pair.id>,TradePage (/trade/:pairId),
internal,trade,flutter_app/lib/features/trade/presentation/widgets/advanced_chart_header_toolbar.dart,34,advanced_chart_header_toolbar.dart,Back to pair,context.go,AppRoutePaths.markets,/markets,MarketListPage (/markets),
internal,trade,flutter_app/lib/features/trade/presentation/widgets/advanced_tools_tabs_sheets.dart,110,advanced_tools_tabs_sheets.dart,${order.side.name.toUpperCase()} ${order.id} | Place Buy Order,Navigator.pop,context,,,back_or_close_modal
internal,trade,flutter_app/lib/features/trade/presentation/widgets/advanced_tools_tabs_sheets.dart,148,advanced_tools_tabs_sheets.dart,${order.symbol} ${order.side.name.toUpperCase()} | Cancel Selected Orders,Navigator.pop,context,,,back_or_close_modal
internal,trade,flutter_app/lib/features/trade/presentation/widgets/advanced_tools_tabs_sheets.dart,177,advanced_tools_tabs_sheets.dart,Trigger Quick Buy | Keyboard Shortcuts,Navigator.pop,context,,,back_or_close_modal
internal,trade,flutter_app/lib/features/trade/presentation/widgets/bot_security_settings_sheets.dart,148,bot_security_settings_sheets.dart,IP Address | Label (Optional) | Add IP Address,Navigator.of(context).pop,,,,back_or_close_modal
internal,trade,flutter_app/lib/features/trade/presentation/widgets/client_money_protection_page_common.dart,57,client_money_protection_page_common.dart,Difference,context.go,AppRoutePaths.tradeCopyCassReconciliation,/trade/copy-trading/cass-reconciliation,CassReconciliationPage (/trade/copy-trading/cass-reconciliation),
internal,trade,flutter_app/lib/features/trade/presentation/widgets/complaints_handling_overview_complaints.dart,176,complaints_handling_overview_complaints.dart,,context.go,AppRoutePaths.tradeCopyComplaintTracking(complaint.id),/trade/copy-trading/complaint-tracking/<complaint.id>,ComplaintTrackingPage (/trade/copy-trading/complaint-tracking/:complaintId),
internal,trade,flutter_app/lib/features/trade/presentation/widgets/complaints_handling_overview_header_tabs.dart,101,complaints_handling_overview_header_tabs.dart,Submit a Complaint,context.go,AppRoutePaths.tradeCopyComplaintSubmission,/trade/copy-trading/complaint-submission,ComplaintSubmissionPage (/trade/copy-trading/complaint-submission),
internal,trade,flutter_app/lib/features/trade/presentation/widgets/complaints_handling_process_common.dart,124,complaints_handling_process_common.dart,Learn About Ombudsman Referral,context.go,AppRoutePaths.tradeCopyOmbudsmanReferral,/trade/copy-trading/ombudsman-referral,OmbudsmanReferralPage (/trade/copy-trading/ombudsman-referral),
internal,trade,flutter_app/lib/features/trade/presentation/widgets/convert_page_widgets.dart,140,convert_page_widgets.dart,Chọn tài sản,Navigator.of(context).pop,asset.symbol,,,back_or_close_modal
internal,trade,flutter_app/lib/features/trade/presentation/widgets/copy_safety_metrics_tools.dart,312,copy_safety_metrics_tools.dart,,context.go,tool.routePath!,,,dynamic_route_expression
internal,trade,flutter_app/lib/features/trade/presentation/widgets/ex_ante_costs_scenarios_actions.dart,117,ex_ante_costs_scenarios_actions.dart,Ex-Post Report | View KID,context.go,AppRoutePaths.tradeCopyExPostCostsReport,/trade/copy-trading/ex-post-costs-report,ExPostCostsReportPage (/trade/copy-trading/ex-post-costs-report),
internal,trade,flutter_app/lib/features/trade/presentation/widgets/ex_ante_costs_scenarios_actions.dart,127,ex_ante_costs_scenarios_actions.dart,Ex-Post Report | View KID,context.go,AppRoutePaths.tradeCopyKidGenerator,/trade/copy-trading/kid-generator,KIDGeneratorPage (/trade/copy-trading/kid-generator),
internal,trade,flutter_app/lib/features/trade/presentation/widgets/ex_ante_costs_summary_breakdown.dart,61,ex_ante_costs_summary_breakdown.dart,Impact on Returns | Use RIY Calculator,context.go,AppRoutePaths.tradeCopyRiyCalculator,/trade/copy-trading/riy-calculator,RIYCalculatorPage (/trade/copy-trading/riy-calculator),
internal,trade,flutter_app/lib/features/trade/presentation/widgets/execution_quality_sheets.dart,131,execution_quality_sheets.dart,Save Slippage Settings,Navigator.pop,context,,,back_or_close_modal
internal,trade,flutter_app/lib/features/trade/presentation/widgets/execution_quality_sheets.dart,86,execution_quality_sheets.dart,Order ID | Symbol | Current price | Queue position,Navigator.pop,context,,,back_or_close_modal
internal,trade,flutter_app/lib/features/trade/presentation/widgets/margin_trading_hub_hero_nav.dart,176,margin_trading_hub_hero_nav.dart,,context.go,item.targetPath,,,dynamic_route_expression
internal,trade,flutter_app/lib/features/trade/presentation/widgets/order_receipt_page_common.dart,92,order_receipt_page_common.dart,,context.go,supportRoute,,,dynamic_route_expression
internal,trade,flutter_app/lib/features/trade/presentation/widgets/order_receipt_page_sections.dart,93,order_receipt_page_sections.dart,,context.go,AppRoutePaths.tradeOrdersHistory,/trade/orders-history,OrdersHistoryPage (/trade/orders-history),
internal,trade,flutter_app/lib/features/trade/presentation/widgets/product_governance_products.dart,71,product_governance_products.dart,Open target market definition,context.go,"AppRoutePaths.tradeCopyTargetMarketDefinitionForProduct( product.id, )",AppRoutePaths.tradeCopyTargetMarketDefinitionForProduct(...),,
internal,trade,flutter_app/lib/features/trade/presentation/widgets/risk_management_common.dart,118,risk_management_common.dart,Per-unit risk | Suggested amount | Notional | Áp dụng khối lượng,Navigator.pop,context,,,back_or_close_modal
internal,trade,flutter_app/lib/features/trade/presentation/widgets/risk_management_common.dart,75,risk_management_common.dart,Cặp | Side | Limit | Take Profit,Navigator.pop,context,,,back_or_close_modal
internal,trade,flutter_app/lib/features/trade/presentation/widgets/transaction_reporting_stats.dart,110,transaction_reporting_stats.dart,ARM Providers | View Full Dashboard,context.go,AppRoutePaths.tradeCopyRegulatoryReportsDashboard,/trade/copy-trading/regulatory-reports-dashboard,RegulatoryReportsDashboardPage (/trade/copy-trading/regulatory-reports-dashboard),
